Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12250,Jewel Link Chronicles: Mountains of Madness,DS,N/A,Puzzle,Avanquest,$0.0,$0.1,$0.0,$0.0,$0.1
12251,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,$0.1,$0.0,$0.0,$0.0,$0.1
12252,Wings of War,XB,2004,Simulation,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12253,Jam Sessions 2,DS,2009,Misc,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12254,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12255,187: Ride or Die,XB,2005,Racing,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12256,RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,$0.0,$0.0,$0.0,$0.0,$0.1
12257,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
12258,Motion Explosion!,X360,2011,Misc,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12259,Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,$0.0,$0.0,$0.1,$0.0,$0.1
12260,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12261,Kabuki Warriors,XB,2001,Action,Genki,$0.1,$0.0,$0.0,$0.0,$0.1
12262,Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12263,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12264,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12265,Discworld,PS,1994,Adventure,Psygnosis,$0.0,$0.0,$0.0,$0.0,$0.1
12266,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12267,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12268,World Poker Tour,XB,2005,Misc,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12269,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12270,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,$0.1,$0.0,$0.0,$0.0,$0.1
12271,July,DC,1998,Adventure,Fortyfive,$0.0,$0.0,$0.1,$0.0,$0.1
12272,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12273,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12274,Kanon,DC,2000,Adventure,NEC Interchannel,$0.0,$0.0,$0.1,$0.0,$0.1
12275,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12276,Bionicle,XB,2003,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12277,My Pet Shop,DS,2008,Simulation,Square Enix,$0.1,$0.0,$0.0,$0.0,$0.1
12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12279,Miami Vice: The Game,PSP,2006,Shooter,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12280,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12281,BMX XXX,GC,2002,Sports,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12282,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,$0.0,$0.1,$0.0,$0.0,$0.1
12283,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
12284,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12285,Western Riding Academy,DS,2010,Simulation,Destineer,$0.1,$0.0,$0.0,$0.0,$0.1
12286,My Pet Chimp,DS,2010,Simulation,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12287,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12288,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,$0.0,$0.0,$0.1,$0.0,$0.1
12289,Bullet Girls,PSV,2014,Action,D3Publisher,$0.0,$0.0,$0.1,$0.0,$0.1
12290,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
12291,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,$0.0,$0.0,$0.1,$0.0,$0.1
12292,XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12293,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,$0.1,$0.0,$0.0,$0.0,$0.1
12294,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12295,Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12296,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12297,Smart Boy's Toys Club,DS,2008,Misc,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
12298,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,$0.0,$0.0,$0.1,$0.0,$0.1
12299,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12300,Max & the Magic Marker,DS,2011,Platform,Unknown,$0.0,$0.1,$0.0,$0.0,$0.1
12301,Legend of the Dragon,Wii,2007,Fighting,Game Factory,$0.1,$0.0,$0.0,$0.0,$0.1
12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,$0.0,$0.0,$0.1,$0.0,$0.1
12303,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12304,Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,$0.1,$0.0,$0.0,$0.0,$0.1
12305,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,$0.0,$0.0,$0.1,$0.0,$0.1
12307,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,$0.0,$0.0,$0.1,$0.0,$0.1
12308,Rugby 15,PSV,2015,Sports,Bigben Interactive,$0.0,$0.1,$0.0,$0.0,$0.1
12309,Kururin Paradise,GBA,2002,Puzzle,Unknown,$0.0,$0.0,$0.1,$0.0,$0.1
12310,Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12311,Fast Food Panic,Wii,2009,Simulation,Nobilis,$0.1,$0.0,$0.0,$0.0,$0.1
12312,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12313,Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,$0.0,$0.0,$0.1,$0.0,$0.1
12314,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,$0.0,$0.0,$0.0,$0.0,$0.1
12315,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,$0.0,$0.0,$0.0,$0.0,$0.1
12316,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12317,Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,$0.0,$0.0,$0.1,$0.0,$0.1
12318,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,$0.0,$0.0,$0.0,$0.0,$0.1
12319,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,$0.0,$0.1,$0.0,$0.0,$0.1
12320,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12321,F1 2001,XB,2001,Racing,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12322,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12323,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
12324,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,$0.0,$0.1,$0.0,$0.0,$0.1
12325,Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,$0.1,$0.0,$0.0,$0.0,$0.1
12326,GunGriffon II,SAT,1998,Simulation,ESP,$0.0,$0.0,$0.1,$0.0,$0.1
12327,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12328,Legend of Kay,PS4,2015,Action,Nordic Games,$0.0,$0.0,$0.0,$0.0,$0.1
12329,Order Up!!,PS3,2011,Action,Funbox Media,$0.0,$0.0,$0.0,$0.0,$0.1
12330,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,$0.1,$0.0,$0.0,$0.0,$0.1
12331,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12332,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12333,Cel Damage,GC,2002,Racing,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
12334,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
12335,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,$0.0,$0.0,$0.0,$0.0,$0.1
12336,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
12337,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,$0.0,$0.0,$0.1,$0.0,$0.1
12338,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12339,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12340,Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12341,Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
12342,The Pinball of the Dead,GBA,2002,Misc,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12343,Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,$0.0,$0.0,$0.1,$0.0,$0.1
12344,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12346,The King of Route 66,PS2,2003,Racing,Sega,$0.0,$0.0,$0.0,$0.0,$0.1
12347,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12348,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12349,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12350,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,$0.0,$0.0,$0.0,$0.0,$0.1
12351,Panzer Tactics,DS,2007,Strategy,10TACLE Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12352,Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12353,Robotica,SAT,1994,Shooter,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12354,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12355,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,$0.1,$0.0,$0.0,$0.0,$0.1
12356,R-Types,PS,1998,Shooter,Virgin Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12357,Star Fighter,PS,1995,Shooter,Telstar,$0.0,$0.0,$0.0,$0.0,$0.1
12358,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,$0.0,$0.0,$0.1,$0.0,$0.1
12359,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
12360,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,$0.0,$0.0,$0.1,$0.0,$0.1
12361,Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12362,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,$0.0,$0.0,$0.0,$0.0,$0.1
12363,Alien Syndrome,Wii,2007,Role-Playing,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
12364,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12365,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,$0.0,$0.0,$0.1,$0.0,$0.1
12366,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12367,Legend of Kay,DS,2010,Action,JoWood Productions,$0.1,$0.0,$0.0,$0.0,$0.1
12368,Mystic Heroes,PS2,2002,Action,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12369,From The Abyss,DS,2008,Role-Playing,Nobilis,$0.1,$0.0,$0.0,$0.0,$0.1
12370,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,$0.0,$0.0,$0.0,$0.0,$0.1
12371,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,$0.0,$0.0,$0.0,$0.0,$0.1
12372,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12373,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
12374,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
12376,Unchained Blades,PSP,2011,Role-Playing,FuRyu,$0.0,$0.0,$0.1,$0.0,$0.1
12377,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12378,Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,$0.1,$0.0,$0.0,$0.0,$0.1
12379,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12380,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12381,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
12382,Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,$0.1,$0.0,$0.0,$0.0,$0.1
12383,LEGO Bionicle,GBA,2001,Platform,LEGO Media,$0.0,$0.0,$0.0,$0.0,$0.1
12384,Power Shovel,PS,2000,Action,JVC,$0.0,$0.0,$0.0,$0.0,$0.1
12385,Blur,PC,2010,Racing,Activision,$0.0,$0.0,$0.0,$0.0,$0.1
12386,Generator Rex: Agent of Providence,X360,2011,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,$0.0,$0.0,$0.1,$0.0,$0.1
12388,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,$0.1,$0.0,$0.0,$0.0,$0.1
12389,Strike Force Bowling,GC,2005,Sports,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12390,Song of the Deep,PS4,2016,Action,Insomniac Games,$0.1,$0.0,$0.0,$0.0,$0.1
12391,Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,$0.0,$0.0,$0.1,$0.0,$0.1
12392,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,$0.0,$0.0,$0.0,$0.0,$0.1
12393,There,PS,2002,Simulation,Infogrames,$0.0,$0.0,$0.0,$0.0,$0.1
12394,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
12395,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12396,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12397,Championship Surfer,PS,2000,Sports,Mattel Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12398,Unreal Tournament III,PC,2007,Shooter,Midway Games,$0.0,$0.1,$0.0,$0.0,$0.1
12399,Monster Garage,XB,2004,Strategy,Activision Value,$0.1,$0.0,$0.0,$0.0,$0.1
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12401,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,$0.0,$0.1,$0.0,$0.0,$0.1
12402,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12403,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,$0.0,$0.0,$0.0,$0.0,$0.1
12404,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,$0.0,$0.1,$0.0,$0.0,$0.1
12405,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,$0.0,$0.1,$0.0,$0.0,$0.1
12406,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12407,A-Train: City Simulator,3DS,2014,Simulation,ArtDink,$0.0,$0.0,$0.1,$0.0,$0.1
12408,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,$0.0,$0.0,$0.1,$0.0,$0.1
12409,Biker Mice From Mars,PS2,2006,Racing,Game Factory,$0.0,$0.0,$0.0,$0.0,$0.1
12410,Call of Duty 2,PC,2005,Shooter,Activision,$0.0,$0.1,$0.0,$0.0,$0.1
12411,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,$0.0,$0.0,$0.1,$0.0,$0.1
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,$0.0,$0.1,$0.0,$0.0,$0.1
12414,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12415,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,$0.0,$0.0,$0.0,$0.0,$0.1
12416,Steins;Gate,X360,2009,Adventure,5pb,$0.0,$0.0,$0.1,$0.0,$0.1
12417,A New Beginning,PC,2010,Adventure,Deep Silver,$0.0,$0.1,$0.0,$0.0,$0.1
12418,MotoGP 10/11,X360,2011,Racing,Capcom,$0.0,$0.1,$0.0,$0.0,$0.1
12419,Alone in the Dark,PS2,2008,Adventure,Atari,$0.0,$0.0,$0.0,$0.0,$0.1
12420,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,$0.0,$0.0,$0.0,$0.0,$0.1
12421,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,$0.0,$0.0,$0.0,$0.0,$0.1
12422,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,$0.0,$0.0,$0.1,$0.0,$0.1
12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12424,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
12425,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,$0.1,$0.0,$0.0,$0.0,$0.1
12426,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12427,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12428,Devil's Third,WiiU,2015,Action,Nintendo,$0.0,$0.0,$0.0,$0.0,$0.1
12429,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12430,Arkanoid DS,DS,2007,Puzzle,Square Enix,$0.1,$0.0,$0.0,$0.0,$0.1
12431,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,$0.0,$0.0,$0.1,$0.0,$0.1
12432,Backyard NFL Football '10,PS2,2009,Sports,Atari,$0.0,$0.0,$0.0,$0.0,$0.1
12433,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,$0.0,$0.1,$0.0,$0.0,$0.1
12434,Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,$0.0,$0.0,$0.0,$0.0,$0.1
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12436,Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
12437,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12438,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,$0.0,$0.0,$0.1,$0.0,$0.1
12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12440,Akai Katana Shin,X360,2011,Shooter,Cave,$0.0,$0.0,$0.0,$0.0,$0.1
12441,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,$0.0,$0.0,$0.1,$0.0,$0.1
12442,Terraria,PS4,2014,Action,505 Games,$0.0,$0.1,$0.0,$0.0,$0.1
12443,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,$0.0,$0.0,$0.1,$0.0,$0.1
12444,KimiKiss,PS2,2006,Adventure,Enterbrain,$0.0,$0.0,$0.1,$0.0,$0.1
12445,Cold Fear,XB,2005,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12446,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12447,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,$0.1,$0.0,$0.0,$0.0,$0.1
12448,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12449,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,$0.0,$0.1,$0.0,$0.0,$0.1
12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,$0.0,$0.0,$0.1,$0.0,$0.1
12451,Busy Scissors,DS,2010,Simulation,Little Orbit,$0.1,$0.0,$0.0,$0.0,$0.1
12452,Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,$0.0,$0.0,$0.0,$0.0,$0.1
12453,Shining Force Feather,DS,2009,Strategy,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
12454,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,$0.0,$0.1,$0.0,$0.0,$0.1
12455,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,$0.0,$0.1,$0.0,$0.0,$0.1
12456,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
12457,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,$0.1,$0.0,$0.0,$0.0,$0.1
12458,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12459,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
12460,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12461,The Great Escape,XB,2003,Action,SCi,$0.1,$0.0,$0.0,$0.0,$0.1
12462,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
12463,X-Men: Destiny,DS,2011,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
12464,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
12465,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,$0.0,$0.0,$0.1,$0.0,$0.1
12466,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,$0.1,$0.0,$0.0,$0.0,$0.1
12467,The Witcher,PC,2007,Role-Playing,Atari,$0.0,$0.1,$0.0,$0.0,$0.1
12468,PenPen TriIceLon,DC,1998,Racing,Infogrames,$0.0,$0.0,$0.1,$0.0,$0.1
12469,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
12470,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
12471,Salt Lake 2002,GBA,2002,Sports,Ubisoft,$0.0,$0.0,$0.0,$0.0,$0.1
12472,Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
12473,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,$0.1,$0.0,$0.0,$0.0,$0.1
